lat,lng,count
-35.256,150.004,370
-35.258,150.016,342
-35.264,149.991,385
-35.266,150.002,404.5
-35.267,150.014,342.1
-35.275,150,463.6
-35.276,150.012,407.6
-35.278,150.024,351.6
-35.284,149.999,438.8
-35.286,150.01,500
-35.287,150.022,428.3
-35.289,150.034,364.9
-34.003,142.241,325.5
-34.007,142.26,325.9
-35.295,150.009,382.7
-35.297,150.02,400.7
-35.298,150.032,379.9
-35.306,150.018,337.7
-35.494,149.91,338.7
-35.495,149.922,348.4
-35.515,149.876,349.7
-35.516,149.888,334.4
-35.572,149.877,330.6
-35.573,149.888,335.9
-35.575,149.9,331.1
-35.581,149.875,340.1
-35.582,149.886,352
-35.584,149.898,353
-35.585,149.91,333.3
-35.59,149.873,358
-35.592,149.885,403.7
-35.593,149.896,387.9
-35.595,149.908,356.4
-35.596,149.92,340.7
-35.598,149.931,338.5
-35.6,149.944,335.9
-35.615,150.062,330.7
-35.617,150.074,337
-35.597,149.877,363.4
-35.598,149.889,420.3
-35.6,149.9,420.8
-35.601,149.912,359.1
-35.603,149.924,344.7
-35.617,150.031,348.9
-35.608,149.887,380.9
-35.609,149.898,445.9
-35.611,149.91,369.5
-35.612,149.922,348.4
-35.614,149.934,338.3
-35.619,149.97,335.8
-35.628,150.041,367.8
-35.629,150.053,370
-35.618,149.896,352.7
-35.62,149.909,355.9
-35.623,149.933,338.7
-35.628,149.968,335.8
-35.629,149.98,341.2
-35.631,149.992,334.9
-35.634,150.015,336.6
-35.636,150.027,342.8
-35.639,150.051,379.6
-35.64,150.063,367.9
-35.645,150.099,383.4
-35.646,150.111,412.5
-35.648,150.123,350.3
-35.629,149.907,342
-35.632,149.931,350.4
-35.65,150.061,367.8
-35.651,150.073,371.8
-35.653,150.085,364.6
-35.654,150.097,369.3
-35.656,150.109,404
-35.657,150.121,417.6
-35.659,150.133,390.6
-35.638,149.905,342.5
-35.642,149.929,353
-35.643,149.941,358.4
-35.662,150.083,380.1
-35.663,150.095,368.6
-35.665,150.107,370.2
-35.667,150.119,424.5
-35.653,149.939,365
-35.654,149.951,357.1
-35.673,150.093,365.8
-35.674,150.105,372.3
-35.676,150.117,371.8
-35.679,150.141,500
-35.681,150.153,378
-35.657,149.901,339.1
-35.659,149.913,351.2
-35.66,149.925,369
-35.662,149.937,362
-35.663,149.949,367.1
-35.665,149.961,361.6
-35.69,150.151,396.4
-35.668,149.911,349.7
-35.669,149.923,435.3
-35.671,149.935,441.8
-35.673,149.947,400.7
-35.674,149.959,377.4
-35.695,150.114,369.2
-35.679,149.922,421.3
-35.68,149.933,500
-35.682,149.945,500
-35.683,149.957,432.8
-35.685,149.969,365.1
-35.706,150.124,362.3
-35.709,150.148,364.3
-35.686,149.908,344.2
-35.688,149.92,358.9
-35.69,149.932,410.2
-35.691,149.944,500
-35.693,149.956,500
-35.694,149.967,408.2
-35.698,149.949,430.5
-35.699,149.961,440.6
-35.701,149.973,411.3
-35.703,149.985,364.5
-35.71,149.971,365.7
-35.712,149.983,395.2
-35.713,149.994,391.7
-35.724,150.005,376.4
-35.726,150.017,369.6
-35.732,150.064,367.7
-35.734,150.076,375.6
-35.735,150.088,365.8
-35.738,150.039,360.4
-35.74,150.05,372.7
-35.741,150.062,425.7
-35.743,150.074,407.3
-35.744,150.086,392.7
-35.746,150.025,365.6
-35.749,150.049,384.5
-35.751,150.06,478.5
-35.752,150.072,500
-35.754,150.084,445.1
-35.755,150.023,365.3
-35.757,150.035,377.7
-35.758,150.047,382.1
-35.76,150.059,439.1
-35.762,150.07,465.1
-35.763,150.082,435.8
-35.761,149.997,362.1
-35.763,150.009,373.7
-35.765,150.021,377.6
-35.766,150.033,361.5
-35.768,150.045,400.5
-35.769,150.057,411.5
-35.771,150.069,397.9
-35.772,150.08,404.1
-35.774,150.092,396.8
-35.776,150.104,391.4
-35.777,150.116,411.5
-35.779,150.128,454.6
-35.772,150.007,362.2
-35.774,150.019,362.7
-35.777,150.043,384.6
-35.779,150.055,437.1
-35.78,150.067,471.6
-35.782,150.079,447
-35.783,150.091,401.8
-35.785,150.103,388
-35.786,150.114,383.6
-35.78,149.993,361.5
-35.782,150.005,413.9
-35.783,150.017,394.6
-35.785,150.029,370.5
-35.786,150.041,363.8
-35.788,150.053,384
-35.79,150.065,408.2
-35.791,150.077,442.3
-35.793,150.089,452.5
-35.794,150.101,425.6
-35.796,150.113,391.5
-35.789,149.992,410.4
-35.791,150.003,479.1
-35.793,150.015,466.5
-35.794,150.027,435.5
-35.796,150.039,417.1
-35.797,150.051,390.8
-35.799,150.063,385.3
-35.8,150.075,399.6
-35.805,150.111,455.9
-35.796,149.996,419.4
-35.797,150.008,459.1
-35.799,150.02,465.2
-35.8,150.032,500
-35.802,150.044,456.8
-35.803,150.056,409.9
-35.805,150.068,400.9
-35.806,150.08,395.3
-35.806,150.006,365.7
-35.808,150.018,429
-35.81,150.03,500
-35.811,150.042,500
-35.813,150.054,500
-35.814,150.066,500
-35.816,150.078,446.1
-35.823,150.138,449.6
-35.819,150.028,378.2
-35.82,150.04,403
-35.822,150.052,500
-35.824,150.064,459.4
-35.828,150.027,363.4
-35.83,150.039,377.5
-35.831,150.05,381.6
-35.833,150.062,377.7
-35.759,148.073,370.2
-35.76,148.016,343.9
-35.768,148.071,384.7
-35.77,148.082,385.2
-35.77,148.025,340.6
-35.985,149.537,382.9
-35.781,148.034,343.6
-35.788,148.079,362.7
-35.995,149.547,390
-35.79,148.032,336.7
-35.792,148.043,350.8
-35.797,148.077,373.2
-35.799,148.036,342
-35.804,148.069,421.2
-35.806,148.08,379
-35.807,148.091,377.6
-35.809,148.102,372.2
-35.808,148.034,338.3
-35.811,148.056,362.5
-35.813,148.067,368.8
-35.815,148.078,373.5
-35.816,148.089,433.6
-35.818,148.1,388.4
-35.824,148.076,360.6
-35.825,148.087,395.4
-35.827,148.098,403.5
-35.828,148.109,382.6
-35.831,148.063,349.1
-35.834,148.085,369.4
-35.836,148.096,403.2
-35.837,148.107,396.5
-35.84,148.061,345.9
-35.845,148.094,400.2
-35.851,148.07,342.3
-35.854,148.092,368.1
-35.872,148.088,338.1
-35.882,148.098,333.6
-35.92,147.551,367.6
-35.927,147.537,381.7
-35.929,147.548,352.4
-36.075,147.659,332.7
-36.084,147.657,340.9
-36.095,147.666,337.8
-36.107,147.634,363
-36.147,147.9,338.5
-36.118,147.643,368.3
-36.127,147.641,386.7
-36.129,147.652,360.9
-36.136,147.639,413
-36.138,147.65,371.9
-36.153,147.624,341.8
-36.165,147.644,342.2
-36.257,147.892,334.5
-36.286,147.84,363.2
-36.304,147.836,373.9
-36.306,147.847,407.7
-36.321,147.947,371.5
-36.322,147.958,393.6
-36.315,147.845,435.6
-36.33,147.945,361.1
-36.331,147.956,395.4
-36.333,147.967,441.4
-36.34,147.96,368.5
-36.342,147.971,377.7
-36.351,147.969,367.5
-36.353,147.98,369
-36.354,147.991,366
-36.362,147.978,381.9
-36.363,147.989,392.7
-36.371,147.976,372.6
-36.372,147.987,413.5
-36.374,147.998,374.5
-36.38,147.974,361.2
-36.381,147.985,380.7
-36.383,147.996,382.4
-36.384,148.007,360.4
-36.39,147.983,365.4
-36.392,147.994,395.3
-36.393,148.005,370.3
-36.398,147.97,363.1
-36.399,147.981,367.3
-36.401,147.992,394.5
-36.402,148.003,414
-36.407,147.968,366.5
-36.408,147.979,361.6
-36.41,147.99,386.5
-36.411,148.001,414.2
-36.417,147.977,372.5
-36.419,147.988,379.8
-36.42,147.999,373.7
-37.058,148.208,322.4
-37.059,148.219,356.9
-37.061,148.231,351.2
-37.421,149.045,449.3
-37.432,149.055,385.9
-37.434,149.067,360.8
-37.452,149.063,439.4
-37.454,149.075,435.4
-37.463,149.073,403
-37.465,149.085,414.9
-37.474,149.083,398.4
-37.559,149.389,342.4
-37.576,149.373,344.9
