lat,lng,count,,,,
-29.018,128.141,347.8,,,,
-28.85,128.782,362.9,,,,
-28.836,128.78,353.4,,,,
-28.848,128.774,358.7,,,,
-28.831,128.801,354.8,,,,
-28.833,128.773,347.4,,,,
-28.814,128.827,363.9,,,,
-28.816,128.799,367.5,,,,
-28.819,128.771,343,,,,
-28.8,128.826,344.4,,,,
-28.802,128.798,375.1,,,,
-28.804,128.77,343.6,,,,
-28.788,128.796,347.4,,,,
-28.772,128.621,349.4,,,,
-28.775,128.592,358.8,,,,
-28.777,128.563,374,,,,
-28.779,128.534,351.9,,,,
-28.76,128.591,349.3,,,,
-28.762,128.562,366.5,,,,
-28.764,128.533,352.7,,,,
-28.771,128.617,352.1,,,,
-28.774,128.588,358,,,,
-28.776,128.559,378.9,,,,
-28.759,128.586,352.5,,,,
-28.762,128.557,367.9,,,,
-28.764,128.528,345.2,,,,
-28.742,128.614,355,,,,
-28.745,128.585,360.5,,,,
-28.747,128.556,364.2,,,,
-28.749,128.527,347.5,,,,
-28.728,128.612,359.9,,,,
-28.73,128.583,356.7,,,,
-28.732,128.554,357.9,,,,
-28.718,128.553,348.5,,,,
-28.714,128.574,343,,,,
-28.639,128.597,355.2,,,,
-28.641,128.568,368,,,,
-28.626,128.566,352.4,,,,
-28.597,128.563,350.3,,,,
-28.576,128.648,370.1,,,,
-28.583,128.562,379.5,,,,
-28.585,128.533,360.5,,,,
-28.575,128.643,376,,,,
-28.582,128.557,382.7,,,,
-28.572,128.497,356.7,,,,
-28.555,128.525,341.2,,,,
-28.526,128.522,370.5,,,,
-28.528,128.493,355.6,,,,
-28.44,129.232,341.3,,,,
-28.442,129.206,344.9,,,,
-28.539,128.516,339.7,,,,
-28.522,128.543,339.8,,,,
-28.524,128.514,369.1,,,,
-28.527,128.485,345.4,,,,
-28.434,129.224,357.2,,,,
-28.436,129.199,341.1,,,,
-28.42,129.223,363.7,,,,
-28.423,129.197,345.2,,,,
-28.395,129.195,352.6,,,,
-28.361,129.422,364.4,,,,
-28.364,129.397,347.1,,,,
-28.346,129.446,365.5,,,,
-28.348,129.421,357.6,,,,
-28.369,129.418,349.1,,,,
-28.353,129.442,356.2,,,,
-28.355,129.417,353.7,,,,
-28.339,129.44,364.9,,,,
-27.885,131.946,368.9,,,,
-27.889,131.912,346.6,,,,
-27.892,131.88,367.4,,,,
-27.876,131.928,371,,,,
-27.877,131.911,399.6,,,,
-27.879,131.895,351.9,,,,
-27.881,131.878,383.7,,,,
-27.864,131.926,390.6,,,,
-27.866,131.91,396.9,,,,
-27.869,131.877,376.1,,,,
-27.853,131.925,383.6,,,,
-27.855,131.908,375.3,,,,
-27.858,131.875,348.7,,,,
-27.841,131.923,400.5,,,,
-27.843,131.907,379.1,,,,
-27.832,131.905,356.6,,,,
-27.841,131.933,348,,,,
-27.843,131.917,399.4,,,,
-27.831,131.915,356.2,,,,
-27.833,131.899,349.4,,,,
-27.785,128.602,343.4,,,,
-27.783,128.595,343.3,,,,
-27.755,128.214,341.1,,,,
-27.745,128.153,345.8,,,,
-27.73,128.152,361.5,,,,
-27.756,128.209,340.7,,,,
-27.746,128.148,339.9,,,,
-27.731,128.147,360.4,,,,
-26.502,125.769,340.1,,,,
-26.485,125.768,350,,,,
-26.5,125.765,339.9,,,,
-26.483,125.764,350.3,,,,
-25.374,130.181,364.6,,,,
-25.372,130.176,371.5,,,,
-25.354,130.233,339.7,,,,
-25.36,130.175,372.9,,,,
-25.339,130.251,337.8,,,,
-25.341,130.231,351.6,,,,
-25.363,130.015,354,,,,
-25.302,130.246,339.1,,,,
-25.299,130.239,344.8,,,,
-25.527,127.952,349.4,,,,
-25.264,130.096,340.7,,,,
-24.702,128.287,340.8,,,,
-24.685,128.311,353.2,,,,
-24.688,128.285,354.5,,,,
-24.693,128.232,340.1,,,,
-24.671,128.309,391.7,,,,
-24.674,128.283,358.9,,,,
-24.657,128.308,369.3,,,,
-24.66,128.282,343.9,,,,
-24.643,128.306,340.9,,,,
-24.645,128.28,340,,,,
-24.682,128.305,359.3,,,,
-24.684,128.279,342.9,,,,
-24.689,128.227,336.2,,,,
-24.665,128.33,334.7,,,,
-24.668,128.304,400.1,,,,
-24.67,128.278,339.9,,,,
-24.654,128.302,359.7,,,,
-24.622,127.323,340.7,,,,
-23.66,126.333,340.1,,,,
-23.548,124.616,338.3,,,,
-23.53,124.615,347.4,,,,
-23.532,124.611,351,,,,
-21.49,140.749,339.3,,,,
-21.493,140.733,359.6,,,,
-21.459,140.792,344,,,,
-22.637,129.061,351,,,,
-19.62,144.488,331.5,,,,
-19.626,144.456,340,,,,
-19.624,144.481,332.4,,,,
-21.673,130.831,358.3,,,,
-21.672,130.841,342.2,,,,
-21.673,130.826,351.8,,,,
-21.664,130.809,374.1,,,,
-21.611,127.714,381.5,,,,
-19.418,138.693,363.2,,,,
-19.42,138.681,345.4,,,,
-19.422,138.668,343.2,,,,
-19.408,138.691,341.5,,,,
-19.41,138.679,340.9,,,,
-19.387,138.687,340.7,,,,
-17.288,144.083,331.1,,,,
-17.294,144.076,328.5,,,,
-17.272,144.105,327.6,,,,
-17.278,144.073,327.5,,,,
-19.506,128.417,341.3,,,,
-17.02,137.887,334.9,,,,
-17.022,137.875,338.5,,,,
-16.675,137.478,341.4,,,,
-16.677,137.467,359.5,,,,
-16.678,137.456,373,,,,
-16.665,137.477,344.5,,,,
-16.667,137.465,363.7,,,,
-16.669,137.454,366.6,,,,
-16.533,137.337,333.6,,,,
-16.523,137.335,330.8,,,,
-16.421,137.66,365,,,,
-16.422,137.648,397.3,,,,
-16.419,137.665,343.1,,,,
-16.421,137.653,378.6,,,,
-16.408,137.675,335.6,,,,
-16.409,137.663,340,,,,
-16.411,137.652,341.7,,,,
-16.386,137.684,331.6,,,,
-16.388,137.672,338,,,,
-16.389,137.66,338.9,,,,
-16.376,137.682,331.6,,,,
-16.378,137.67,346.3,,,,
-17.488,126.038,331.6,,,,
-14.467,143.714,324.5,,,,
-14.476,143.708,320.2,,,,
-16.241,129.059,330.6,,,,
-13.816,135.721,341.2,,,,
-13.628,136.407,324.6,,,,
-13.63,136.396,317.8,,,,
-13.164,136.18,331.7,,,,
-13.137,136.202,327.4,,,,
-12.828,136.355,333,,,,
-12.83,136.344,337.4,,,,
-12.763,136.322,339.2,,,,
-12.761,136.315,333.9,,,,
-34.887,117.909,328.6,,,,
-34.935,117.51,324.2,,,,
-33.638,123.77,340.6,,,,
-33.645,123.739,346.3,,,,
-33.63,123.734,386.7,,,,
-33.573,123.714,342.9,,,,
-33.567,123.742,342.4,,,,
-33.574,123.71,345.3,,,,
-33.546,123.768,350.5,,,,
-33.553,123.737,443.4,,,,
-33.56,123.705,387.9,,,,
-33.524,123.794,334.8,,,,
-33.531,123.763,395.8,,,,
-33.539,123.731,443,,,,
-33.546,123.7,361.1,,,,
-33.517,123.757,350.5,,,,
-33.524,123.726,328.1,,,,
-33.51,123.781,328.9,,,,
-33.517,123.749,333.9,,,,
-34.472,118.219,343.9,,,,
-34.474,118.205,359.6,,,,
-34.477,118.191,361.5,,,,
-34.479,118.177,405.4,,,,
-34.482,118.163,389.5,,,,
-34.484,118.149,326.1,,,,
-34.462,118.217,391,,,,
-34.464,118.203,380.7,,,,
-34.467,118.189,352.7,,,,
-34.469,118.175,335.4,,,,
-34.472,118.161,325.8,,,,
-34.451,118.214,342.7,,,,
-34.454,118.2,371.7,,,,
-34.456,118.186,405.8,,,,
-34.459,118.172,389.4,,,,
-34.461,118.158,339.4,,,,
-34.441,118.211,332.2,,,,
-34.446,118.183,335,,,,
-34.449,118.169,338.5,,,,
-34.451,118.155,353.4,,,,
-34.454,118.141,364.5,,,,
-34.456,118.128,333.6,,,,
-34.431,118.208,336.1,,,,
-34.444,118.139,336.4,,,,
-34.446,118.125,336.1,,,,
-34.432,118.216,337.5,,,,
-34.441,118.16,330,,,,
-34.444,118.146,335.7,,,,
-34.446,118.132,346.6,,,,
-34.436,118.13,337.2,,,,
-34.439,118.116,333.9,,,,
-34.426,118.127,352.8,,,,
-34.429,118.113,405.5,,,,
-34.431,118.099,397.9,,,,
-34.416,118.124,339.8,,,,
-34.419,118.11,350.6,,,,
-34.421,118.096,374,,,,
-34.423,118.083,353,,,,
-34.351,118.433,376.2,,,,
-34.353,118.419,399.1,,,,
-34.356,118.405,340,,,,
-34.411,118.094,343.1,,,,
-34.413,118.08,348.8,,,,
-34.34,118.431,375.7,,,,
-34.343,118.416,420.7,,,,
-34.346,118.402,398.7,,,,
-34.348,118.387,363.2,,,,
-34.359,118.327,340.7,,,,
-34.361,118.314,329.3,,,,
-34.403,118.077,351,,,,
-34.33,118.428,346.8,,,,
-34.335,118.399,356.2,,,,
-34.338,118.385,351.4,,,,
-34.341,118.37,342.7,,,,
-34.348,118.326,340.4,,,,
-34.351,118.311,338.8,,,,
-34.354,118.296,330,,,,
-34.356,118.282,327.1,,,,
-34.393,118.074,347.8,,,,
-34.32,118.425,334.4,,,,
-34.328,118.382,357.2,,,,
-34.33,118.367,359.2,,,,
-34.333,118.352,341.4,,,,
-34.338,118.324,344.2,,,,
-34.341,118.31,355.4,,,,
-34.343,118.295,341.6,,,,
-34.346,118.281,328.3,,,,
-34.356,118.225,350.2,,,,
-34.358,118.211,379.5,,,,
-34.361,118.197,349,,,,
-34.363,118.183,380.7,,,,
-34.366,118.169,347.8,,,,
-34.371,118.141,337.4,,,,
-34.381,118.085,351.6,,,,
-34.32,118.365,348.9,,,,
-34.323,118.35,340.2,,,,
-34.328,118.321,349.8,,,,
-34.331,118.307,350.1,,,,
-34.333,118.293,378.3,,,,
-34.336,118.279,388.6,,,,
-34.338,118.265,337.2,,,,
-34.348,118.209,360.9,,,,
-34.351,118.195,364.1,,,,
-34.353,118.181,394.2,,,,
-34.356,118.167,367.3,,,,
-33.187,123.761,384.9,,,,
-33.195,123.729,426.9,,,,
-33.202,123.698,337,,,,
-34.323,118.29,351.1,,,,
-34.325,118.276,386.6,,,,
-34.328,118.262,362.5,,,,
-34.331,118.248,347.4,,,,
-34.336,118.22,386.9,,,,
-34.338,118.206,390.1,,,,
-34.341,118.192,352,,,,
-34.343,118.178,356.4,,,,
-34.346,118.164,365,,,,
-34.348,118.15,342.1,,,,
-34.358,118.094,347.6,,,,
-34.361,118.08,347.4,,,,
-34.323,118.315,340.2,,,,
-34.325,118.3,344.3,,,,
-34.328,118.286,385,,,,
-34.33,118.272,378.5,,,,
-34.333,118.258,337.4,,,,
-34.34,118.216,376.1,,,,
-34.342,118.202,363.7,,,,
-34.345,118.188,352.7,,,,
-34.347,118.174,355.1,,,,
-34.35,118.16,354,,,,
-34.364,118.075,336.1,,,,
-34.32,118.269,340.1,,,,
-34.322,118.255,364.3,,,,
-34.325,118.241,354.6,,,,
-34.327,118.227,356.2,,,,
-34.33,118.213,400.3,,,,
-34.332,118.199,364.3,,,,
-34.335,118.185,368.8,,,,
-34.337,118.171,360.8,,,,
-34.34,118.157,356.8,,,,
-34.342,118.143,339.2,,,,
-34.352,118.087,338.6,,,,
-34.32,118.211,363.8,,,,
-34.322,118.197,353.8,,,,
-34.325,118.183,342.5,,,,
-34.327,118.168,403.2,,,,
-34.33,118.154,396.4,,,,
-34.332,118.14,341.4,,,,
-34.334,118.126,370.7,,,,
-34.337,118.112,404.4,,,,
-34.339,118.098,345.3,,,,
-33.19,123.757,393.2,,,,
-33.197,123.726,409.2,,,,
-34.317,118.166,334.3,,,,
-34.319,118.152,353.8,,,,
-34.322,118.138,354.5,,,,
-34.324,118.124,370.5,,,,
-34.327,118.11,408.3,,,,
-34.329,118.096,331.4,,,,
-33.175,123.752,365.5,,,,
-33.182,123.721,422,,,,
-33.19,123.69,339.9,,,,
-33.168,123.716,337.2,,,,
-33.202,123.367,333.2,,,,
-33.208,123.337,339.4,,,,
-33.2,123.358,338.8,,,,
-33.207,123.329,333.1,,,,
-32.946,123.664,360.6,,,,
-32.953,123.633,352.5,,,,
-33.234,122.387,327.9,,,,
-33.24,122.361,361.7,,,,
-33.221,122.382,334,,,,
-33.227,122.357,401.7,,,,
-33.232,122.331,367.5,,,,
-32.947,123.657,370.2,,,,
-32.954,123.625,339.5,,,,
-33.228,122.377,364.7,,,,
-33.233,122.351,387.8,,,,
-33.239,122.325,338.3,,,,
-33.214,122.373,346.1,,,,
-33.22,122.347,399.2,,,,
-33.225,122.321,381.9,,,,
-33.231,122.296,352.8,,,,
-33.212,122.317,369.3,,,,
-33.218,122.292,369.3,,,,
-33.223,122.266,340.7,,,,
-33.199,122.313,354.9,,,,
-33.204,122.287,373.9,,,,
-33.21,122.262,366,,,,
-33.191,122.283,341.2,,,,
-33.196,122.258,399.1,,,,
-33.202,122.233,330.4,,,,
-32.49,123.411,369.5,,,,
-32.497,123.38,350.9,,,,
-32.475,123.406,360.2,,,,
-32.482,123.375,358.5,,,,
-32.482,123.244,339.1,,,,
-32.46,123.269,338.6,,,,
-32.467,123.239,401.4,,,,
-32.474,123.209,350.9,,,,
-32.476,123.399,356.9,,,,
-32.483,123.368,338.4,,,,
-32.474,123.266,337.2,,,,
-32.481,123.236,371.7,,,,
-32.46,123.261,350.4,,,,
-32.467,123.231,385.2,,,,
-32.473,123.201,333.7,,,,
-32.452,123.227,384.4,,,,
-32.459,123.196,363.6,,,,
-32.438,123.222,350.6,,,,
-32.445,123.192,369.8,,,,
-32.409,123.212,345,,,,
-32.416,123.182,342.3,,,,
-32.41,123.208,348.2,,,,
-32.396,123.203,344.6,,,,
-32.568,122.351,353.8,,,,
-32.573,122.324,335.2,,,,
-32.554,122.347,365.3,,,,
-32.56,122.32,376.2,,,,
-32.546,122.316,353.8,,,,
-32.717,121.259,425.4,,,,
-32.722,121.237,424.8,,,,
-32.726,121.215,381.4,,,,
-32.713,121.274,361.3,,,,
-32.718,121.252,434.8,,,,
-32.722,121.23,415.3,,,,
-32.727,121.207,361.7,,,,
-32.541,122.032,342.1,,,,
-32.701,121.27,331.9,,,,
-32.705,121.248,377.5,,,,
-32.71,121.226,380.2,,,,
-32.714,121.204,375.8,,,,
-32.719,121.181,378.8,,,,
-32.523,122.053,429.6,,,,
-32.528,122.028,463.8,,,,
-32.533,122.003,413.7,,,,
-32.539,121.978,339.7,,,,
-32.693,121.244,354,,,,
-32.697,121.222,362.4,,,,
-32.702,121.2,363.1,,,,
-32.706,121.178,368.3,,,,
-32.711,121.156,376.2,,,,
-32.716,121.133,344.7,,,,
-32.72,121.112,360.3,,,,
-32.509,122.049,340.1,,,,
-32.515,122.024,413,,,,
-32.52,121.999,430.9,,,,
-32.526,121.974,389.8,,,,
-32.68,121.24,381.1,,,,
-32.685,121.218,400.4,,,,
-32.689,121.196,396.9,,,,
-32.694,121.174,361.2,,,,
-32.507,121.995,335.9,,,,
-32.512,121.97,341,,,,
-32.672,121.214,334.6,,,,
-32.677,121.192,368,,,,
-32.681,121.17,361.4,,,,
-32.664,121.189,379.1,,,,
-32.669,121.167,404.9,,,,
-32.674,121.144,360.5,,,,
-32.652,121.185,342.5,,,,
-32.656,121.163,416.7,,,,
-32.661,121.141,380.5,,,,
-32.644,121.159,427,,,,
-32.648,121.137,421.6,,,,
-32.653,121.115,359.8,,,,
-32.666,121.184,378.8,,,,
-32.671,121.162,381.5,,,,
-32.654,121.18,366.6,,,,
-32.658,121.158,416.4,,,,
-32.663,121.136,368.3,,,,
-32.641,121.177,350.7,,,,
-32.646,121.155,438.3,,,,
-32.65,121.132,405,,,,
-32.655,121.11,350.2,,,,
-32.633,121.151,367.4,,,,
-32.638,121.129,391.6,,,,
-32.625,121.125,360.9,,,,
-32.63,121.103,353.9,,,,
-32.613,121.121,343.5,,,,
-32.617,121.099,351.4,,,,
-32.392,121.533,376.4,,,,
-32.397,121.509,336.9,,,,
-32.417,121.416,341.1,,,,
-32.374,121.553,359.7,,,,
-32.379,121.529,368.4,,,,
-32.384,121.505,351,,,,
-32.404,121.412,405.8,,,,
-32.409,121.389,435.1,,,,
-32.414,121.366,409,,,,
-32.396,121.53,341.3,,,,
-32.373,121.573,335.1,,,,
-32.378,121.55,363.5,,,,
-32.383,121.526,395.4,,,,
-32.388,121.502,340.8,,,,
-32.403,121.432,331.5,,,,
-32.408,121.408,414.2,,,,
-32.412,121.385,420.8,,,,
-32.417,121.362,371.1,,,,
-32.395,121.405,362.5,,,,
-32.4,121.381,393,,,,
-32.404,121.358,391.1,,,,
-32.392,121.354,366.7,,,,
-32.396,121.331,358.3,,,,
-32.355,121.467,394.9,,,,
-32.359,121.444,351,,,,
-32.379,121.35,351.4,,,,
-32.384,121.328,379.1,,,,
-32.342,121.463,341.5,,,,
-32.347,121.44,350.6,,,,
-32.366,121.346,340.3,,,,
-32.371,121.324,357.7,,,,
-32.333,121.312,414.6,,,,
-32.338,121.289,342.1,,,,
-32.33,121.328,364,,,,
-32.335,121.305,387.1,,,,
-32.317,121.324,353.5,,,,
-32.322,121.301,386.9,,,,
-32.239,121.375,341.3,,,,
-32.226,121.371,370.1,,,,
-32.225,121.391,348.1,,,,
-32.23,121.367,367.9,,,,
-32.212,121.387,336.3,,,,
-32.217,121.364,353.4,,,,
-32.187,121.379,338.7,,,,
-32.174,121.376,336,,,,
-32.087,121.654,457.8,,,,
-32.092,121.63,421.8,,,,
-32.074,121.65,418.3,,,,
-32.079,121.626,430.1,,,,
-32.086,121.672,375.8,,,,
-32.092,121.647,439.7,,,,
-32.097,121.623,368.1,,,,
-32.078,121.644,466.7,,,,
-32.083,121.619,406.3,,,,
-32.065,121.64,364.9,,,,
-32.07,121.615,377.6,,,,
-32.052,121.636,393.3,,,,
-32.057,121.612,408.2,,,,
-31.992,121.592,373.4,,,,
-31.997,121.568,469.4,,,,
-32.002,121.543,414.9,,,,
-32.007,121.519,375.1,,,,
-32.013,121.495,374.3,,,,
-31.998,121.589,391.5,,,,
-32.003,121.565,442.5,,,,
-32.008,121.54,372.5,,,,
-32.013,121.516,361.7,,,,
-32.018,121.492,345.7,,,,
-31.985,121.585,355.6,,,,
-31.99,121.561,438.2,,,,
-31.995,121.536,439.5,,,,
-32,121.512,398.5,,,,
-32.005,121.488,369.4,,,,
-32.029,121.371,339,,,,
-32.034,121.347,337.5,,,,
-31.982,121.533,373,,,,
-31.987,121.508,382.4,,,,
-31.979,121.481,350.1,,,,
-31.984,121.457,347.2,,,,
-31.966,121.477,480.6,,,,
-31.971,121.453,475.2,,,,
-31.976,121.43,350.1,,,,
-31.953,121.473,480.5,,,,
-31.958,121.449,483.7,,,,
-31.963,121.426,405.5,,,,
-31.94,121.469,383.8,,,,
-31.945,121.446,450.2,,,,
-31.95,121.422,428.4,,,,
-31.955,121.399,385,,,,
-31.937,121.418,364.1,,,,
-31.942,121.395,377.5,,,,
-31.947,121.372,355.9,,,,
-31.952,121.491,356.3,,,,
-31.957,121.467,463.6,,,,
-31.962,121.443,430.8,,,,
-31.966,121.419,361.2,,,,
-31.939,121.487,339.7,,,,
-31.944,121.463,453.6,,,,
-31.949,121.439,459.1,,,,
-31.953,121.416,406,,,,
-31.958,121.392,354.2,,,,
-31.931,121.459,341.2,,,,
-31.936,121.435,357.2,,,,
-31.941,121.412,395.2,,,,
-31.945,121.388,385.1,,,,
-31.95,121.365,337.6,,,,
-31.937,121.361,337.4,,,,
-31.622,121.275,334.8,,,,
-31.625,121.269,331.4,,,,
-30.892,123.596,338.6,,,,
-30.877,123.591,390.1,,,,
-30.885,123.557,407.8,,,,
-30.892,123.523,352.5,,,,
-30.854,123.621,354.5,,,,
-30.861,123.587,431.9,,,,
-30.869,123.552,431.5,,,,
-30.877,123.518,455.2,,,,
-30.885,123.484,392.6,,,,
-30.846,123.582,414,,,,
-30.854,123.548,419,,,,
-30.862,123.513,391.7,,,,
-30.87,123.479,376.4,,,,
-30.878,123.445,342.2,,,,
-30.831,123.577,356.8,,,,
-30.839,123.543,407.4,,,,
-30.847,123.509,445.7,,,,
-30.855,123.475,371.9,,,,
-30.863,123.441,346,,,,
-30.808,123.606,333.8,,,,
-30.816,123.572,391.1,,,,
-30.824,123.538,387.8,,,,
-30.832,123.504,394.2,,,,
-30.84,123.47,398.2,,,,
-30.848,123.436,350.2,,,,
-30.801,123.567,364,,,,
-30.809,123.533,393.8,,,,
-30.816,123.499,346.6,,,,
-30.824,123.465,396.1,,,,
-30.832,123.431,357.7,,,,
-31.632,119.731,355,,,,
-31.636,119.713,408.2,,,,
-31.64,119.694,335.4,,,,
-30.845,123.614,355.6,,,,
-30.853,123.579,414,,,,
-30.861,123.545,403.9,,,,
-30.868,123.51,396.9,,,,
-30.876,123.476,370.4,,,,
-30.838,123.574,387,,,,
-30.845,123.54,426.5,,,,
-30.853,123.506,419.4,,,,
-30.861,123.472,370.9,,,,
-30.868,123.438,340.9,,,,
-31.64,119.728,364.6,,,,
-31.643,119.709,374.8,,,,
-30.822,123.57,357.9,,,,
-30.83,123.535,386.6,,,,
-30.838,123.501,423.9,,,,
-30.846,123.466,379.4,,,,
-30.853,123.433,345,,,,
-31.628,119.725,360.4,,,,
-31.632,119.706,370.5,,,,
-30.799,123.599,345.7,,,,
-30.807,123.565,403,,,,
-30.815,123.53,399.8,,,,
-30.823,123.496,371.1,,,,
-30.831,123.462,397.3,,,,
-30.838,123.428,348.4,,,,
-30.8,123.525,336.7,,,,
-30.808,123.491,343,,,,
-30.815,123.457,386.3,,,,
-30.823,123.423,354.3,,,,
-30.8,123.453,357.8,,,,
-30.808,123.418,357,,,,
-30.746,123.619,340.2,,,,
-30.785,123.448,347.9,,,,
-30.793,123.414,355.3,,,,
-30.762,123.477,341.2,,,,
-30.77,123.443,350.3,,,,
-30.778,123.41,356.5,,,,
-30.789,123.442,347.6,,,,
-30.767,123.47,345.8,,,,
-30.774,123.437,353.1,,,,
-30.782,123.403,359,,,,
-30.767,123.398,337.5,,,,
-31.219,121.102,357.3,,,,
-31.224,121.078,359.8,,,,
-31.206,121.098,344.7,,,,
-31.211,121.075,351.8,,,,
-30.668,123.475,347.3,,,,
-30.676,123.441,336.1,,,,
-31.193,121.094,346.5,,,,
-31.198,121.071,373.2,,,,
-30.653,123.47,354.3,,,,
-30.661,123.436,335.8,,,,
-31.198,121.09,361.6,,,,
-31.203,121.067,360.2,,,,
-30.674,123.473,337.6,,,,
-30.659,123.468,360,,,,
-30.976,117.888,387.9,,,,
-30.97,117.895,339.4,,,,
-30.972,117.88,362.6,,,,
-29.561,117.301,337.3,,,,
-28.203,121.224,340.4,,,,
-28.189,121.221,345.3,,,,
-28.195,121.247,338.4,,,,
-21.381,118.535,343.5,,,,
-21.174,119.224,371.2,,,,
-21.179,119.198,377.1,,,,
-21.174,119.219,377.9,,,,
-21.179,119.193,364.8,,,,
-21.707,114.309,314.8,,,,
-21.608,114.671,316.5,,,,
-21.459,115.003,324.8,,,,
-21.462,114.989,325.3,,,,
-37.591,149.378,312.5,,,,
-37.602,147.979,307.6,,,,
-37.604,147.95,309.3,,,,
-37.611,147.972,309.2,,,,
-37.597,147.971,307.5,,,,
-37.599,147.943,310.3,,,,
-37.543,147.937,311.3,,,,
-37.545,147.909,322.9,,,,
-37.547,147.88,325.4,,,,
-37.533,147.881,316.7,,,,
-37.534,147.645,316.1,,,,
-37.536,147.614,320.2,,,,
-37.52,147.642,326.9,,,,
-37.522,147.613,328.5,,,,
-37.538,147.932,311.4,,,,
-37.54,147.904,321.9,,,,
-37.542,147.875,329,,,,
-37.528,147.875,311.3,,,,
-37.53,147.639,331.2,,,,
-37.532,147.609,322.5,,,,
-37.5,147.871,321,,,,
-37.516,147.636,324.8,,,,
-37.518,147.608,320.4,,,,
-37.482,147.935,309.4,,,,
-37.484,147.904,342.9,,,,
-37.486,147.87,354.1,,,,
-37.504,147.606,315.5,,,,
-37.506,147.578,313.1,,,,
-37.47,147.901,349.1,,,,
-37.472,147.869,337.9,,,,
-37.456,147.898,313.1,,,,
-37.458,147.869,309.6,,,,
-37.464,147.781,305.5,,,,
-37.424,147.749,306.7,,,,
-37.419,147.743,307.5,,,,
-37.35,148.514,319.3,,,,
-37.352,148.489,312.8,,,,
-37.336,148.515,313.6,,,,
-37.338,148.49,328.7,,,,
-37.404,147.538,315.2,,,,
-37.381,147.684,314.6,,,,
-37.281,148.537,301,,,,
-37.346,147.565,301.5,,,,
-37.374,147.708,305.7,,,,
-37.376,147.679,313.9,,,,
-37.196,148.467,314.4,,,,
-37.201,148.46,306.8,,,,
-37.205,148.409,314.1,,,,
-37.182,148.54,308.8,,,,
-37.187,148.462,308.2,,,,
-37.072,148.145,304.5,,,,
-36.958,148.288,302.8,,,,
-36.18,149.606,320.5,,,,
-36.187,149.526,312.2,,,,
-36.189,149.505,303.7,,,,
-36.168,149.605,320.1,,,,
-36.147,149.56,334.5,,,,
-36.148,149.542,316.3,,,,
-36.136,149.54,320.8,,,,
-36.138,149.52,322.5,,,,
-36.14,149.498,300.5,,,,
-36.119,149.599,323.3,,,,
-36.142,149.573,320,,,,
-36.144,149.556,329.8,,,,
-36.145,149.536,320.6,,,,
-36.133,149.535,306.7,,,,
-36.135,149.514,320.4,,,,
-36.114,149.613,310.4,,,,
-36.116,149.594,320.2,,,,
-36.102,149.611,301,,,,
-35.944,149.346,305.5,,,,
-35.625,150.009,311.4,,,,
-35.615,149.988,309.9,,,,
-35.522,149.894,317.6,,,,
-35.523,149.873,327.4,,,,
-35.217,149.99,301.2,,,,
-35.365,147.869,315.9,,,,
-35.367,147.84,315.1,,,,
-35.351,147.869,311.7,,,,
-35.353,147.84,306.7,,,,
-35.371,147.864,316.1,,,,
-35.374,147.835,304.8,,,,
-35.358,147.864,316.4,,,,
-35.333,147.833,317,,,,
-35.319,147.831,316.6,,,,
-35.305,147.83,328.5,,,,
-35.292,147.829,312.2,,,,
-35.276,147.854,315.9,,,,
-35.28,147.875,316.7,,,,
-35.282,147.848,318.5,,,,
-35.016,150.455,300.8,,,,
-35.004,150.454,310.9,,,,
-34.995,150.178,323,,,,
-35.002,150.104,307.1,,,,
-35.004,150.084,312.1,,,,
-34.987,150.14,325.1,,,,
-34.989,150.121,328.4,,,,
-35.009,150.079,314.6,,,,
-34.991,150.135,323.9,,,,
-34.993,150.116,319.4,,,,
-34.946,150.475,312.9,,,,
-34.95,150.44,304.9,,,,
-34.952,150.421,302.7,,,,
-34.978,150.152,324.2,,,,
-34.98,150.133,339.7,,,,
-34.933,150.491,344.8,,,,
-34.935,150.474,326.5,,,,
-34.966,150.151,320.7,,,,
-34.968,150.132,326.1,,,,
-34.956,150.13,327.3,,,,
-34.945,150.128,331.1,,,,
-34.911,150.362,314.4,,,,
-34.933,150.126,324.4,,,,
-34.892,150.323,313.7,,,,
-34.882,150.303,308.2,,,,
-34.881,150.333,311.6,,,,
-34.883,150.315,311.6,,,,
-34.885,150.298,305.4,,,,
-34.33,150.389,338.8,,,,
-34.332,150.373,370.5,,,,
-34.332,150.383,359.2,,,,
-34.333,150.366,347.9,,,,
-34.32,150.381,314.3,,,,
-34.322,150.365,306.9,,,,
-34.285,150.395,307.8,,,,
-34.272,150.411,324.5,,,,
-34.249,150.408,317.3,,,,
-34.251,150.39,315.3,,,,
-34.269,150.194,307.4,,,,
-34.251,150.402,315.7,,,,
-34.252,150.385,312.7,,,,
-34.261,150.298,312.2,,,,
-34.27,149.97,318.6,,,,
-34.257,149.986,330.6,,,,
-34.221,150.235,312.7,,,,
-34.232,150.001,332.4,,,,
-34.234,149.983,328.1,,,,
-34.236,149.964,323.4,,,,
-34.237,149.946,308.2,,,,
-34.219,150.018,335.2,,,,
-34.22,150,333.6,,,,
-34.222,149.982,319,,,,
-34.224,149.963,327.3,,,,
-34.206,150.034,306.2,,,,
-34.207,150.017,303.5,,,,
-33.907,150.072,327.9,,,,
-33.909,150.054,311.7,,,,
-33.91,150.066,330.2,,,,
